ID,Type,Expected,Predicted,Confidence,Correct,Input_Text,Explanation
2969,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
2970,Edge_Case,REAL,REAL,0,TRUE,jkl; asdf jkl; asdf qwer jkl; test qwer jkl; test,Input ignored: Detected code/SQL syntax.
2971,Fake_Obvious,FAKE,FAKE,0.95,TRUE,Urgent hiring for honest workers. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
2972,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: '.EXE'
2973,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Established firm looking for talent. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,Detected high-risk trigger: 'CHECK'
2974,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
2975,Fake_Obvious,FAKE,FAKE,0.93,TRUE,No experience needed. Start today. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
2976,Fake_Obvious,FAKE,FAKE,0.92,TRUE,No experience needed. Start today. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
2977,Edge_Case,REAL,REAL,0.2,TRUE,qwer asdf qwer test qwer test !!!! test asdf 1234,No specific fraud patterns detected.
2978,Fake_Obvious,FAKE,FAKE,0.95,TRUE,Urgent hiring for honest workers. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
2979,Real_Corporate,REAL,REAL,0.71,TRUE,We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,No specific fraud patterns detected.
2980,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'DEPOSIT'
2981,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
2982,Real_Corporate,REAL,REAL,0.69,TRUE,"Join a Fortune 500 leader. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
2983,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'DEPOSIT'
2984,Real_Corporate,REAL,REAL,0.15,TRUE,"Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
2985,Real_Corporate,REAL,REAL,0.47,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
2986,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,Detected high-risk trigger: '.EXE'
2987,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Verified corporate benefits found.
2988,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
2989,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
2990,Real_Corporate,REAL,REAL,0.7,TRUE,"Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
2991,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Optimization task require deposit of funds. Apply now.,Detected high-risk trigger: 'DEPOSIT'
2992,Real_Corporate,REAL,REAL,0.72,TRUE,Join a Fortune 500 leader. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,No specific fraud patterns detected.
2993,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
2994,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Detected high-risk trigger: 'DEPOSIT'
2995,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'USDT'
2996,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
2997,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Interview strictly via Telegram chat.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'TELEGRAM'
2998,Edge_Case,REAL,REAL,0,TRUE,1234 jkl; test !!!! zxcv qwer !!!! asdf qwer test,Input ignored: Detected code/SQL syntax.
2999,Real_Corporate,REAL,REAL,0.7,TRUE,"We are a rapidly growing startup. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
3000,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
3001,Real_Corporate,REAL,REAL,0.15,TRUE,"Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
3002,Fake_Hidden,FAKE,REAL,0.15,FALSE,We are a rapidly growing startup. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
3003,Real_Corporate,REAL,REAL,0.57,TRUE,"Join a Fortune 500 leader. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
3004,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
3005,Edge_Case,REAL,REAL,0,TRUE,!!!! zxcv jkl; test qwer qwer test !!!! jkl; test,Input ignored: Detected code/SQL syntax.
3006,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
3007,Fake_Hidden,FAKE,REAL,0.15,FALSE,"Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
3008,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
3009,Edge_Case,REAL,REAL,0.23,TRUE,1234 1234 qwer !!!! test 1234 !!!! 1234 zxcv zxcv,No specific fraud patterns detected.
3010,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
3011,Edge_Case,REAL,REAL,0,TRUE,qwer zxcv jkl; !!!! zxcv zxcv zxcv !!!! asdf !!!!,Input ignored: Detected code/SQL syntax.
3012,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
3013,Real_Corporate,REAL,REAL,0.15,TRUE,"We are a rapidly growing startup. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
3014,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. 401k matching up to 5%.,Verified corporate benefits found.
3015,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
3016,Edge_Case,REAL,REAL,0,TRUE,test 1234 jkl; jkl; zxcv zxcv asdf test !!!! asdf,Input ignored: Detected code/SQL syntax.
3017,Fake_Obvious,FAKE,FAKE,0.95,TRUE,Work from home make $5000 weekly. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
3018,Real_Corporate,REAL,REAL,0.15,TRUE,"Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
3019,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
3020,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
3021,Edge_Case,REAL,REAL,0,TRUE,SELECT * FROM users WHERE password = 'admin';,Input ignored: Detected code/SQL syntax.
3022,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Join a Fortune 500 leader. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
3023,Edge_Case,REAL,REAL,0,TRUE,jkl; !!!! asdf asdf zxcv asdf 1234 1234 asdf test,Input ignored: Detected code/SQL syntax.
3024,Real_Corporate,REAL,REAL,0.52,TRUE,"Looking for a motivated individual. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
3025,Real_Corporate,REAL,REAL,0.15,TRUE,"Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Verified corporate benefits found.
3026,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
3027,Real_Corporate,REAL,REAL,0.6,TRUE,"Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",No specific fraud patterns detected.
3028,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. On-site gym.,Verified corporate benefits found.
3029,Real_Corporate,REAL,REAL,0.68,TRUE,We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,No specific fraud patterns detected.
3030,Real_Corporate,REAL,REAL,0.73,TRUE,"Join a Fortune 500 leader. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
3031,Fake_Obvious,FAKE,FAKE,0.9,TRUE,Urgent hiring for honest workers. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
3032,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. 401k matching up to 5%.,Detected high-risk trigger: '.EXE'
3033,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Detected high-risk trigger: '.EXE'
3034,Fake_Obvious,FAKE,FAKE,0.95,TRUE,Work from home make $5000 weekly. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
3035,Real_Corporate,REAL,REAL,0.15,TRUE,"We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Verified corporate benefits found.
3036,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Download our .exe tool to start work. Apply now.,Detected high-risk trigger: '.EXE'
3037,Real_Corporate,REAL,REAL,0.15,TRUE,"We are a rapidly growing startup. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Verified corporate benefits found.
3038,Fake_Hidden,FAKE,REAL,0.15,FALSE,"Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
3039,Real_Corporate,REAL,REAL,0.72,TRUE,Looking for a motivated individual. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,No specific fraud patterns detected.
3040,Real_Corporate,REAL,REAL,0.73,TRUE,"Join a Fortune 500 leader. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",No specific fraud patterns detected.
3041,Real_Corporate,REAL,REAL,0.71,TRUE,Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,No specific fraud patterns detected.
3042,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
3043,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
3044,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
3045,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: On-site gym. 401k matching up to 5%.,Verified corporate benefits found.
3046,Real_Corporate,REAL,REAL,0.7,TRUE,"Established firm looking for talent. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",No specific fraud patterns detected.
3047,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'CHECK'
3048,Fake_Obvious,FAKE,FAKE,0.9,TRUE,No experience needed. Start today. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
3049,Real_Corporate,REAL,REAL,0.47,TRUE,"We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",No specific fraud patterns detected.
3050,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
3051,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
3052,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. On-site gym.",Detected high-risk trigger: 'DEPOSIT'
3053,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Hybrid work schedule and generous PTO.",Detected high-risk trigger: 'CHECK'
3054,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Established firm looking for talent. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'USDT'
3055,Real_Corporate,REAL,REAL,0.15,TRUE,"Established firm looking for talent. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
3056,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",Detected high-risk trigger: 'USDT'
3057,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. NOTE: Salary paid daily in USDT/Crypto.. Requirements: Bachelor's degree. BENEFITS: On-site gym. On-site gym.,Detected high-risk trigger: 'USDT'
3058,Real_Corporate,REAL,REAL,0.15,TRUE,"Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
3059,Fake_Hidden,FAKE,REAL,0.15,FALSE,"Established firm looking for talent. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. 401k matching up to 5%.",Verified corporate benefits found.
3060,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Tuition reimbursement.,Verified corporate benefits found.
3061,Fake_Obvious,FAKE,FAKE,0.93,TRUE,No experience needed. Start today. Pay a refundable insurance fee of $50. Apply now.,AI detected suspicious patterns.
3062,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
3063,Real_Corporate,REAL,REAL,0.15,TRUE,Established firm looking for talent. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Verified corporate benefits found.
3064,Fake_Hidden,FAKE,FAKE,0.91,TRUE,Established firm looking for talent. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Hybrid work schedule and generous PTO.,Detected high-risk trigger: 'CHECK'
3065,Fake_Obvious,FAKE,FAKE,0.94,TRUE,Work from home make $5000 weekly. Salary paid daily in USDT/Crypto. Apply now.,Detected high-risk trigger: 'USDT'
3066,Real_Corporate,REAL,REAL,0.15,TRUE,We are a rapidly growing startup. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Verified corporate benefits found.
3067,Real_Corporate,REAL,REAL,0.15,TRUE,Join a Fortune 500 leader. We are hiring a Warehouse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. On-site gym.,Verified corporate benefits found.
3068,Real_Corporate,REAL,REAL,0.15,TRUE,"Looking for a motivated individual. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Full medical, dental, and vision insurance.",Verified corporate benefits found.
3069,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Looking for a motivated individual. We are hiring a Driver. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: On-site gym. Tuition reimbursement.,Detected high-risk trigger: 'DEPOSIT'
3070,Fake_Obvious,FAKE,FAKE,0.94,TRUE,No experience needed. Start today. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
3071,Real_Corporate,REAL,REAL,0.15,TRUE,Looking for a motivated individual. We are hiring a Nurse. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Hybrid work schedule and generous PTO.,Verified corporate benefits found.
3072,Real_Corporate,REAL,REAL,0.73,TRUE,Looking for a motivated individual. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,No specific fraud patterns detected.
3073,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
3074,Edge_Case,REAL,REAL,0,TRUE,work work work work work work work work work work work work work work work work work work work work work work,Input ignored: Too much repetition.
3075,Fake_Hidden,FAKE,REAL,0.15,FALSE,Looking for a motivated individual. We are hiring a Accountant. Responsibilities include managing projects and team collaboration. NOTE: Pay a refundable insurance fee of $50.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. Tuition reimbursement.,Verified corporate benefits found.
3076,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Established firm looking for talent. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Optimization task require deposit of funds.. Requirements: Bachelor's degree. BENEFITS: 401k matching up to 5%. 401k matching up to 5%.,Detected high-risk trigger: 'DEPOSIT'
3077,Real_Corporate,REAL,REAL,0.15,TRUE,"Established firm looking for talent. We are hiring a Assistant. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Hybrid work schedule and generous PTO.",Verified corporate benefits found.
3078,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"We are a rapidly growing startup. We are hiring a Developer. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. Full medical, dental, and vision insurance.",Detected high-risk trigger: '.EXE'
3079,Fake_Obvious,FAKE,FAKE,0.94,TRUE,No experience needed. Start today. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
3080,Fake_Hidden,FAKE,FAKE,0.9,TRUE,"Looking for a motivated individual. We are hiring a Analyst. Responsibilities include managing projects and team collaboration. NOTE: We will send a check for home office supplies.. Requirements: Bachelor's degree. BENEFITS: Hybrid work schedule and generous PTO. Full medical, dental, and vision insurance.",Detected high-risk trigger: 'CHECK'
3081,Real_Corporate,REAL,REAL,0.15,TRUE,"Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Hybrid work schedule and generous PTO.",Verified corporate benefits found.
3082,Real_Corporate,REAL,REAL,0.6,TRUE,"Established firm looking for talent. We are hiring a Developer. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Full medical, dental, and vision insurance. Tuition reimbursement.",No specific fraud patterns detected.
3083,Fake_Obvious,FAKE,FAKE,0.96,TRUE,Work from home make $5000 weekly. Interview strictly via Telegram chat. Apply now.,Detected high-risk trigger: 'TELEGRAM'
3084,Fake_Obvious,FAKE,FAKE,0.94,TRUE,No experience needed. Start today. We will send a check for home office supplies. Apply now.,Detected high-risk trigger: 'CHECK'
3085,Real_Corporate,REAL,REAL,0.73,TRUE,Established firm looking for talent. We are hiring a Driver. Responsibilities include managing projects and team collaboration. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,No specific fraud patterns detected.
3086,Fake_Hidden,FAKE,FAKE,0.9,TRUE,Join a Fortune 500 leader. We are hiring a Data Scientist. Responsibilities include managing projects and team collaboration. NOTE: Download our .exe tool to start work.. Requirements: Bachelor's degree. BENEFITS: Tuition reimbursement. On-site gym.,Detected high-risk trigger: '.EXE'
